ID; name; description; talk; password; key0; key1; key2; fd; level; type; class; race; numwander; alignment; strength; dexterity; constitution; intelligence; piety; hpmax; hpcur; mpmax; mpcur; armor; thaco; experience; gold; ndice; sdice; pdice; special; proficiency0; proficiency1; proficiency2; proficiency3; proficiency4; proficiency5; realm0; realm1; realm2; realm3; realm4; realm5; realm6; realm7; spells0; spells1; spells2; spells3; spells4; spells5; spells6; spells7; spells8; spells9; spells10; spells11; spells12; spells13; spells14; spells15; flags0; flags1; flags2; flags3; flags4; flags5; flags6; flags7; flags8; flags9; flags10; flags11; flags12; flags13; flags14; flags15; quests0; quests1; quests2; quests3; quests4; quests5; quests6; quests7; quests8; quests9; quests10; quests11; quests12; quests13; quests14; quests15; questnum; carry0; carry1; carry2; carry3; carry4; carry5; carry6; carry7; carry8; carry9; rom_num; bank_balance; title; misc_stats0; misc_stats1; misc_stats2; misc_stats3; misc_stats4; clanindex; clanexp; guildtype; guildexp; special1; special2
418;giant leech;A four foot long worm-like leech.;;418;leech;;;-1;9;1;0;0;0;-50;16;16;16;16;16;105;105;0;0;30;11;250;0;2;5;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;8;9;13;14;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17640880;(null);0;0;0;0;0;0;0;0;0;0
419;water maggot;A disgusting little white squishy thing with teeth.;;419;maggot;;;-1;1;1;0;0;15;0;5;5;5;5;5;5;5;0;0;100;20;4;0;1;2;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17644096;(null);0;0;0;0;0;0;0;0;0;0
420;green shit fly;The fly is bright green and buzzes around your head.;;420;shit;fly;;-1;1;1;0;0;10;0;8;10;8;6;6;6;6;0;0;100;20;1;0;1;1;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17647312;(null);0;0;0;0;0;0;0;0;0;0
421;nixie maiden;A beautiful female sprite with dark-green hair dressed very modestly.;We are pleased to see visitors at our lake;421;maiden;;;-1;4;1;0;0;3;75;8;13;15;15;15;35;35;20;20;80;17;60;5;1;6;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508;508;508;508;509;509;509;509;509;509;0;508;17650528;(null);0;0;0;0;0;0;0;0;0;0
422;nixie;A male nixie, who notices you looking at his maiden.;State your purpose at our lake, or be gone;422;;;;-1;6;1;0;0;2;75;16;16;16;10;10;65;65;0;0;60;14;120;10;2;5;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508;508;508;508;508;508;508;508;508;508;0;508;17653744;(null);0;0;0;0;0;0;0;0;0;0
423;poisonous toad;An ugly looking oversized toad, watch out it looks poisonous;Ribbit;423;toad;;;-1;2;1;0;0;2;0;8;8;8;8;8;17;17;0;0;90;19;12;1;1;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17656960;(null);0;0;0;0;0;0;0;0;0;0
424;green water naga;You see a snake-like creature with a human head, it is very colorful.;Hello, it is good to see visitors;424;water;naga;;-1;12;1;0;0;1;10;18;18;18;18;15;160;160;50;50;10;8;600;300;2;10;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;9;12;13;14;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;487;487;487;487;487;487;487;488;488;488;0;487;17660176;(null);0;0;0;0;0;0;0;0;0;0
425;giant frog;It is a regular old garden variety frog, but its big!;;425;frog;;;-1;3;1;0;0;2;0;13;11;11;11;11;30;30;0;0;80;17;25;10;2;2;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17663392;(null);0;0;0;0;0;0;0;0;0;0
426;the mottled worm;A gargantuan purple worm which inhabits the murky bottom of the lake.;;426;mottled ;worm;;-1;22;1;0;0;0;-50;25;20;20;20;20;500;500;0;0;-20;3;2200;2000;5;6;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;6;9;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17666608;(null);0;0;0;0;0;0;0;0;0;0
427;giant water spider;An eight foot spider scurries towards you across the water.;Hissssss.;427;water;spider;;-1;6;1;0;0;1;-25;18;15;15;10;8;65;65;0;0;45;15;110;10;3;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17669824;(null);0;0;0;0;0;0;0;0;0;0
428;water moccasin;A poisonous water snake slithers towards you, watch out.;;428;mocasin;;;-1;7;1;0;0;2;0;18;16;12;14;12;75;75;0;0;65;13;160;0;2;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506;507;506;507;507;507;0;0;0;0;0;507;17673040;(null);0;0;0;0;0;0;0;0;0;0
429;water moccasin;A poisonous snake slithers toward you, looking rather unfriendly.;;429;mocasin;;;-1;7;1;0;0;3;0;18;16;14;14;12;85;85;0;0;65;13;180;20;2;6;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506;507;506;507;506;507;506;507;506;507;0;507;17676256;(null);0;0;0;0;0;0;0;0;0;0
430;clerk;The clerk is an ancient elf, and quite hard of hearing.;What?  What?  Speak up or go away!;430;;;;-1;2;1;0;0;0;0;12;12;10;12;12;25;25;0;0;80;18;20;25;3;2;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;12;13;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17679472;(null);0;0;0;0;0;0;0;0;0;0
431;woodsman;He is dressed in warm clothing and carries a sharp axe.;are you lost?;431;;;;-1;7;1;0;0;0;100;22;13;14;12;10;80;80;0;0;50;13;200;100;5;3;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;9;13;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;497;0;497;497;497;497;497;497;497;0;497;17682688;(null);0;0;0;0;0;0;0;0;0;0
432;harpy;The harpy has the body of a vulture and the head of a woman.;my sisters will be pleased to eat tonight;432;;;;-1;5;1;0;0;2;-50;18;12;12;10;8;55;55;0;0;60;15;85;30;1;10;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;11;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;495;494;495;494;495;496;496;496;496;0;495;17685904;(null);0;0;0;0;0;0;0;0;0;0
433;Captain Morgan;He is a broad, black-bearded man with flaming red hair.;Argh, I will destroy the mutinous Oceancrest Navy;433;captian;morgan;;-1;15;1;0;0;1;-50;23;23;18;18;12;235;235;50;50;-10;5;1000;500;4;6;3;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;9;13;17;18;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282;282;455;456;440;80;70;71;455;371;0;282;17689120;(null);0;0;0;0;0;0;0;0;0;0
434;chipmunk;the small rodent is busy stuffing his cheeks.;mmff?;434;;;;-1;1;1;0;0;3;0;10;12;12;10;8;6;6;0;0;100;20;2;0;1;3;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17692336;(null);0;0;0;0;0;0;0;0;0;0
435;Xandaus the hermit;Xandaus the human hermit wears a goatskin, sandals and a smile.;yes, I know all the secrets of this forest.;435;xandaus;hermit;;-1;10;1;0;0;0;50;20;20;12;20;12;130;130;120;120;70;12;400;200;4;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;8;9;13;18;23;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;142;498;498;498;498;498;498;498;498;0;142;17695552;(null);0;0;0;0;0;0;0;0;0;0
436;blind beggar;A feeble looking old woman begs for a few coins.;Can you spare any change for a helpless old woman?;436;beggar;;;-1;1;1;0;0;1;10;6;6;6;6;6;3;3;0;0;100;20;1;3;1;3;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373;17698768;(null);0;0;0;0;0;0;0;0;0;0
437;dwarven gladitor;He is a stout fighter in dwarven plate, fast on his feet.;if I win, I get fed.  What do you get if you win?;437;gladiator;;;-1;9;1;0;0;0;-10;20;18;18;12;10;110;110;0;0;10;11;320;0;4;3;6;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282;282;282;282;282;282;449;282;282;282;0;282;17701984;(null);0;0;0;0;0;0;0;0;0;0
438;half-giant gladiator;He has arms as big as tree limbs, and towers over you.;this is the part I really like!;438;giant;gladiator;;-1;7;1;0;0;0;-20;22;12;15;8;4;75;75;0;0;40;12;200;0;5;2;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326;327;328;329;330;326;327;328;329;330;0;327;17705200;(null);0;0;0;0;0;0;0;0;0;0
439;gladiator;You see a small but well muscled fighter waiting for you to make your move.;I'm going to take out your kneecaps first, buddy;439;;;;-1;5;1;0;0;0;-10;16;18;10;8;8;50;50;0;0;30;15;80;0;2;4;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;302;316;78;304;305;78;302;316;118;28;0;316;17708416;(null);0;0;0;0;0;0;0;0;0;0
440;gladiator;You see a tall, well muscled human who is heavily armed.;when you get good at something, you start to enjoy it.  I'm good at this;440;;;;-1;9;1;0;0;0;-25;20;20;15;12;8;110;110;0;0;20;11;300;0;4;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;213;213;282;29;78;78;78;282;213;0;213;17711632;(null);0;0;0;0;0;0;0;0;0;0
441;heavily armored thug;He looks mean enough to attack you if you so much as say 'hello'.;Get the hell out of my face!;441;armored;thug;;-1;10;1;2;0;0;-100;20;20;15;15;15;135;135;0;0;-20;10;400;1575;3;6;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;11;13;27;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;510;510;510;511;511;512;512;513;513;511;0;510;17714848;(null);0;0;0;0;0;0;0;0;0;0
442;peeping tom;You see a guy wearing a raincoat with nothing underneath it.;Wow!  What a huge pimple you have on your butt!;442;tom;;;-1;1;1;0;0;0;-100;12;12;12;10;10;10;10;0;0;100;20;10;5;2;2;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17718064;(null);0;0;0;0;0;0;0;0;0;0
443;shadow cat;It lurks in the shadows, all you notice is its collar of bright color.;I hope you don't plan on leaving;443;cat;;;-1;15;1;0;0;0;3;16;25;16;20;20;195;195;0;0;-20;5;950;600;6;4;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;22;23;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;515;515;515;515;0;0;0;0;0;0;0;515;17721280;(null);0;0;0;0;0;0;0;0;0;0
444;blink dog;Just as you catch a glimpse of it, *blink* and it reappears elsewhere.;;444;dog;;;-1;9;1;0;0;0;5;16;18;12;15;16;110;110;0;0;0;14;300;40;4;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;13;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17724496;(null);0;0;0;0;0;0;0;0;0;0
445;stone statue;It is startlingly reasilist, as if it was made by other than human hands.;;445;statue;;;-1;18;1;1;0;0;0;25;20;20;20;20;240;240;0;0;-20;4;1400;500;8;3;3;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;9;12;13;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17727712;(null);0;0;0;0;0;0;0;0;0;0
446;stirge fly;A huge bird-sized fly, flying towards you with a hungy look.;Buzzzzzz;446;;;;-1;5;1;0;0;2;10;12;17;10;10;10;60;60;0;0;50;16;100;30;3;3;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17730928;(null);0;0;0;0;0;0;0;0;0;0
447;quasit;An evil looking impish creature, standing about 2 feet tall.;No we wont be leaving big ones!;447;;;;-1;12;1;0;0;0;35;20;17;17;14;20;160;160;100;100;40;8;550;250;3;7;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;13;17;18;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17734144;(null);0;0;0;0;0;0;0;0;0;0
448;daydreaming maiden;She looks lost in the beauty of this magical garden.;oh!  Where did you come from?  What time is it?;448;maiden;;;-1;6;1;0;0;0;15;14;14;14;14;14;85;85;0;0;80;14;150;50;2;5;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17737360;(null);0;0;0;0;0;0;0;0;0;0
449;rainbow mist;It envelops you, you start to see only colors, you are losing your place...;;449;;;;-1;12;1;0;0;0;0;18;18;18;18;18;300;300;0;0;100;-5;500;0;2;3;3;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;22;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17740576;(null);0;0;0;0;0;0;0;0;0;0
450;garden keeper;A wicked looked old man, who didn't notice you enter.;How did you get in here? This garden is forbidden to most people;450;keeper;;;-1;12;1;3;0;0;-10;18;18;18;18;18;155;155;250;250;20;8;550;200;6;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;1;12;19;32;33;0;0;0;0;0;0;0;0;0;0;0;8;9;12;13;18;22;23;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17743792;(null);0;0;0;0;0;0;0;0;0;0
451;Vlassen the Wise;He is a small boy in appearance, but has the eyes of a very old man.;I will answer questions you may have concerning this land you call Mordor.;451;Wise;vlassen;wise;-1;1;1;0;0;0;100;1;1;1;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;13;24;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17747008;(null);0;0;0;0;0;0;0;0;0;0
452;grape picker's kid;You see a snotty nosed kid with his hand in your pocket.;whatcha got for me?;452;picker's;kid;;-1;3;1;0;0;6;-5;11;15;10;10;11;30;30;0;0;80;17;20;5;2;3;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17750224;(null);0;0;0;0;0;0;0;0;0;0
453;farmer's daughter;You see an ugly and dirty little girl wiggling her hips in front of you.;you wanna go in the barn with me?;453;daughter;;;-1;4;1;0;0;0;-10;12;16;10;10;10;35;35;0;0;75;16;45;20;2;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17753440;(null);0;0;0;0;0;0;0;0;0;0
454;card player;The players holds tightly to his money and watches you closely.;you really don't know anything about cards?  Let me teach you!;454;player;;;-1;5;1;0;0;3;0;13;13;11;11;11;50;50;0;0;65;15;50;100;4;2;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;70;71;69;70;67;67;67;94;94;0;70;17756656;(null);0;0;0;0;0;0;0;0;0;0
455;wooden soldier;The wooden soldier is an animated toy, and has its sword thrust forward.;;455;soldier;;;-1;1;1;0;0;6;0;10;10;10;4;4;10;10;0;0;90;20;8;0;2;2;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;166;3;3;3;3;3;3;3;3;0;166;17759872;(null);0;0;0;0;0;0;0;0;0;0
456;mechanical rabbit;The mechanical rabbit is beating a drum and marching across the floor.;;456;rabbit;;;-1;2;1;0;0;4;0;12;13;12;6;5;12;12;0;0;90;19;10;0;1;5;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;526;526;526;526;96;96;96;96;96;526;0;526;17763088;(null);0;0;0;0;0;0;0;0;0;0
457;large crow;You see a large black bird, larger than any you have ever seen before.;Jactac the raven knows the entire history of this land you call Mordor.;457;crow;;;-1;4;1;0;0;3;0;12;15;12;12;4;30;30;30;30;70;16;25;25;2;4;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;18;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17766304;(null);0;0;0;0;0;0;0;0;0;0
458;blackbird;The blackbird is tall, at least four feet, and has black, glossy feathers.;pack up all my troubles and woe, here I go, swingin' low... bye, bye blackbird;458;bird;;;-1;6;1;0;0;2;-10;15;18;12;12;4;50;50;30;30;60;14;125;50;2;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;12;13;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17769520;(null);0;0;0;0;0;0;0;0;0;0
459;Elise of the White Moon;She is the most powerful and most beautiful mage in all of Kista.;only the most worthy deserve new knowledge.  I will test your worthiness.;459;elise;archmage;;-1;15;1;5;0;0;750;17;16;16;25;25;0;0;500;500;0;0;0;0;0;0;0;0;50000;50000;50000;50000;50000;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;24;25;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750;0;0;0;0;751;0;0;0;0;0;0;17772736;(null);0;0;0;0;0;0;0;0;0;0
460;the undertaker;The old but capable undertaker of the Necropolis, patiently smokes his pipe.;can I sell you a plot?;460;undertaker;;;-1;15;1;0;0;0;0;18;10;16;16;18;350;350;0;0;10;-5;500;500;7;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;12;13;22;23;24;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;532;532;532;532;532;532;532;532;532;532;0;532;17775952;(null);0;0;0;0;0;0;0;0;0;0
461;Jactac the Raven;Jactac is a very large, elderly raven wearing square spectacles.;All activity in the Land of Mordor is observed from the skies.;461;jactoc;raven;;-1;10;1;0;0;0;0;16;16;18;16;16;135;135;50;50;-5;12;400;50;4;5;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;8;9;13;18;24;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543;543;543;543;543;541;541;542;535;542;0;543;17779168;(null);0;0;0;0;0;0;0;0;0;0
462;Khallazar the Alchemist;Khallazar has a mad glint in his eye and wears an acid burned robe.;If you brought the lead, I can turn it to gold.  Gold!  GOLD!!!;462;khallazar;alchemist;;-1;20;1;0;0;0;-25;20;20;20;25;22;250;250;100;100;-20;0;1800;8000;5;7;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;8;9;12;13;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17782384;(null);0;0;0;0;0;0;0;0;0;0
463;gold gremlin;The gremlin flickers from place to place, quick as you can blink.;it tastes great!  Twenty four karat.  And the place is full of it.;463;gremlin;;;-1;5;1;0;0;4;-20;12;18;10;10;10;55;55;5;5;65;15;90;200;3;3;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;11;12;16;18;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17785600;(null);0;0;0;0;0;0;0;0;0;0
464;small gold gremlin;The gremlin is smaller than the others, and seems to be in a bad mood.;all I get is this cheap fourteen karat stuff!  And it's all your fault!;464;gold;gremlin;;-1;4;1;0;0;0;-10;10;12;12;12;12;40;40;5;5;80;12;60;100;2;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;12;14;21;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17788816;(null);0;0;0;0;0;0;0;0;0;0
465;Jason the bridge guard;Jason is a wiry little half-orc with a white, bloodshot blind eye.;you can buy a key, if you say it just right... purchase key jason;465;jason;bridge;guard;-1;8;1;1;0;0;0;16;16;16;12;15;100;100;0;0;25;12;220;100;2;8;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;8;9;12;13;16;23;24;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538;538;538;538;538;538;538;538;538;538;0;538;17792032;(null);0;0;0;0;0;0;0;0;0;0
