ID; name; description; key0; key1; key2; use; value; weight; type; adjustment; shotsmax; shotscur; ndice; sdice; pdice; armor; wearflag; magicpower; magicrealm; special; flags0; flags1; flags2; flags3; flags4; flags5; flags6; flags7; flags8; flags9; flags10; flags11; flags12; flags13; flags14; flags15; questnum; strength; dexterity; constitution; intelligence; piety; sets_flag0; sets_flag1; sets_flag2; sets_flag3; sets_flag4; sets_flag5; sets_flag6; sets_flag7; sets_flag8; sets_flag9; sets_flag10; sets_flag11; sets_flag12; sets_flag13; sets_flag14; sets_flag15; special1; special2
528; garbage can; You see a smelly garbage can where you may deposit broken items.; can; ; ; ; 5; 800; 9; 0; 100; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 6; 17; 25; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
529; blood red potion; You see a small vial containing a blood red potion.; red; potion; ; ; 2500; 1; 6; 0; 1; 1; 0; 0; 0; 0; 17; 11; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
530; necropolis key; The silver key is engraved, 'Please return to Oceancrest Necropolis if found.'; key; ; ; The lock makes a rusty squeak as you turn the key.; 25; 1; 11; 0; 3; 3; 43; 0; 0; 0; 17; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
531; name this key!; ; ; ; ; ; 0; 0; 11; 0; 1; 1; 44; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
532; master key; It once belonged to the undertaker of Oceancrest Necropolis.; key; ; ; ; 3000; 3; 11; 0; 30; 30; 43; 0; 0; 0; 17; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
533; statue; It looks as if it moves...; ; ; ; 0; 0; 0; 13; 0; 0; 0; 1; 0; 2; 0; 0; 0; 0; 2; 1; 8; 9; 17; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
534; namethiskey!; ; ; ; ; ; 0; 0; 11; 0; 0; 0; 45; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
535; red blotched scroll; The scroll is an ancient parchment covered with dull red blotches.; red; blotched; scroll; ; 50; 1; 7; 0; 1; 1; 0; 0; 0; 0; 17; 49; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
536; gold bars; The bars are heavy, and glitter oh so beautifully in the dim light.; bars; ; ; ; 4000; 20; 10; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
537; map of necropolis; ; necropolis; ; ; ; 0; 0; 13; 0; 1; 1; 0; 0; 0; 0; 17; 0; 0; 1; 0; 8; 9; 14; 17; 24; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
538; stone bridge key; The key was sturdy once, but now is so rusty it may break at any moment.; bridge; key; ; ; 20; 2; 11; 0; 2; 2; 46; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
539; ruby encrusted rod; The ruby rod pulsates with a shimmering red glow.; encrusted; rod; ; ; 4000; 3; 8; 0; 5; 5; 0; 0; 0; 0; 17; 11; 0; 0; 12; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
540; flame necklace; The necklace blazes with a dazzling cold fire.; necklace; ; ; ; 100000; 3; 5; 0; 15; 15; 0; 0; 0; 10; 4; 0; 0; 0; 11; 12; 14; 15; 26; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
541; vermillion charm; The charm is an odd vermillion colored rare stone, with flecks of gold.; charm; ; ; The shield is a protective scarlet haze, which magic cannot penetrate.; 5000; 3; 8; 0; 5; 5; 0; 0; 0; 0; 17; 25; 0; 0; 12; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
542; crystal compass; You see a beautifully intricate crystaline compass.  It looks very delicate.; compass; ; ; A musical voice from the crystals says, "give me a living target to seek."; 2000; 2; 8; 0; 1; 1; 0; 0; 0; 0; 17; 21; 0; 0; 12; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
543; caduceus staff; The staff has carved intertwining snakes on its upper quarter.; staff; ; ; The power to heal is yours!; 3000; 4; 8; 0; 3; 3; 0; 0; 0; 0; 17; 49; 0; 0; 12; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
544; mud ball; The mud ball has steam rising from it.; ball; ; ; ; 20; 5; 8; 0; 1; 1; 0; 0; 0; 0; 17; 32; 0; 0; 13; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
545; web sling; The sling is made of an ultra strong spider web.; sling; ; ; ; 4000; 2; 4; 1; 50; 50; 4; 3; 2; 0; 20; 0; 0; 0; 13; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
546; leather backpack; A leather backpack of simple construction.; backpack; ; ; You strap the backpack onto your back.; 500; 2; 13; 0; 13; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 6; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
547; small rapier; The rapier is a short but deadly weapon.; rapier; ; ; ; 1200; 2; 0; 0; 120; 120; 4; 3; 0; 0; 20; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
548; shadow blade; The blade can only be seen obliquely, and dissappears when observed directly.; blade; ; ; ; 6000; 2; 0; 1; 65; 65; 3; 4; 3; 0; 20; 0; 0; 0; 14; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
549; two-handed axe; The heavy axe has a razor edge, and is used in ceremonial decapitations.; axe; ; ; ; 8000; 7; 0; 2; 60; 60; 4; 3; 2; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
550; gold amulet; The small amulet glitters at the end of a golden chain.; ; ; ; ; 3000; 1; 8; 0; 1; 1; 0; 0; 0; 0; 17; 16; 0; 0; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
551; billy club; the billy club is made of ash, and filled with a lead core.; club; ; ; ; 200; 2; 2; 0; 40; 40; 3; 3; 0; 0; 20; 0; 0; 0; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
552; half-eaten cat; The corpse of the cat has been partially devoured.; cat; ; ; ; 1; 4; 13; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
553; glowing coal; Although it appears to be a hot, glowing coal, it is cool to the touch.; coal; ; ; ; 1000; 2; 8; 0; 1; 1; 0; 0; 0; 0; 17; 23; 0; 0; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
554; rusty armor; The heavy armor is old and rusty, but still in working condition.; armor; ; ; ; 400; 14; 5; 0; 45; 45; 0; 0; 0; 16; 1; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
555; rusty leggings; Although the leggings have started to rust, they are heavy and servicable.; leggings; ; ; ; 250; 6; 5; 0; 20; 20; 0; 0; 0; 6; 3; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
556; rusty sleeves; The sleeves are starting to rust at the elbows, but once were high quality.; sleeves; ; ; ; 250; 6; 5; 0; 15; 15; 0; 0; 0; 6; 2; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
557; rusty gloves; They squeak as you flex your fingers, but they should protect your hands.; gloves; ; ; ; 160; 3; 5; 0; 15; 15; 0; 0; 0; 6; 6; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
558; rusty visored hood; The visor is rusted shut and dented, but can still protect from heavy blows.; visored; hood; ; ; 350; 7; 5; 0; 20; 20; 0; 0; 0; 11; 7; 0; 0; 0; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
559; rusty shield; Although bright red-orange with rust, the shield is heavy and strong.; shield; ; ; ; 400; 8; 5; 0; 20; 20; 0; 0; 0; 7; 18; 0; 0; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
560; crocodile leather boots; The boots are ugly, made from the knobby leather of a crocodile.; leather; boots; ; ; 200; 4; 5; 0; 50; 50; 0; 0; 0; 4; 8; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
561; juju beads; The beads are actually a string of tiny rat skulls on a leather throng.; beads; ; ; ; 1600; 1; 8; 0; 3; 3; 0; 0; 0; 0; 17; 26; 0; 0; 3; 13; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
562; juju bag; The tiny bag is stuffed with bits of bone and hair.; bag; ; ; ; 1200; 1; 8; 0; 3; 3; 0; 0; 0; 0; 17; 33; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
563; dwarven shield; The shield is as polished as a mirror, and difficult to look at.; shield; ; ; ; 6000; 8; 5; 0; 40; 40; 0; 0; 0; 8; 18; 0; 0; 0; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
564; blood urn; The golden urn is embedded with precious gems and inlaid with platinum.; urn; ; ; ; 20000; 100; 9; 0; 15; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 6; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
565; high heel boots; The boots are made of a shiny, patent leather, made for fun and games.; heel; boots; ; That's really kinky!; 500; 4; 5; 0; 12; 12; 0; 0; 0; 3; 8; 0; 0; 0; 3; 26; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
566; silk scarf; The scarf is pure silk, but has a sparkle as if it were enchanted.; scarf; ; ; ; 500; 1; 5; 0; 15; 15; 0; 0; 0; 2; 4; 0; 0; 0; 26; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
567; pregnancy test kit; A small pink and blue box.; test; kit; ; ; 50; 1; 13; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
568; hope chest; The hope chest is a container, capable of carrying several items.; chest; ; ; ; 200; 3; 9; 0; 9; 0; 0; 0; 0; 0; 17; 0; 0; 0; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
569; sheet music; the sheet music has been personally signed by Muzart.; music; ; ; ; 100; 1; 13; 0; 0; 0; 0; 0; 0; 0; 17; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
570; pile of gold; You see a large pile of gold!; pile; gold; ; ; 500; 15; 10; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
571; party mask; the pure white mask has lace around its edges.; mask; ; ; ; 150; 1; 5; 0; 15; 15; 0; 0; 0; 3; 19; 0; 0; 0; 26; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
572; fire opal ring; The ring has an opal with a fire deep inside it.; opal; ring; ; ; 4000; 1; 5; 0; 5; 5; 0; 0; 0; 1; 9; 0; 0; 0; 14; 15; 26; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
573; voodoo mask; The mask has garish stripes of red and blue, and covers the entire face.; mask; ; ; You feel the strength of the undead flow through your body.; 200; 3; 5; 0; 30; 30; 0; 0; 0; 4; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
574; suit of glowing ringmail; It's constructed of tiny rings, nearly as protective as plate mail.; glowing; ringmail; ; ; 26000; 16; 5; 1; 50; 50; 0; 0; 0; 19; 1; 0; 0; 0; 15; 19; 31; 33; 34; 35; 37; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
575; chill blade dagger; The blade of this dagger is cold to the touch.; blade	; dagger; ; A wisp of cold air leaves the blade as you wield it; 5000; 5; 1; 1; 65; 65; 2; 6; 2; 0; 20; 0; 0; 0; 14; 31; 32; 35; 38; 39; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
576; chill blade flail; A flail, cold to the touch!; blade; flail; ; ; 5000; 6; 2; 1; 50; 50; 1; 14; 0; 0; 20; 0; 0; 0; 15; 31; 33; 34; 35; 37; 38; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
577; flaming flail; It flames brightly...; flail; ; ; ; 2500; 5; 2; 0; 50; 50; 2; 6; 0; 0; 20; 0; 0; 0; 15; 31; 33; 34; 35; 37; 38; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
578; torshorak axe; A finely crafted axe made of mithril, studded with gems.; axe; ; ; ; 7000; 6; 0; 2; 85; 85; 2; 6; 2; 0; 20; 0; 0; 0; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
579; golden circlet; A golden band, worn about the head.; circlet; ; ; ; 30000; 1; 5; 0; 15; 15; 0; 0; 0; 10; 7; 0; 0; 0; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
580; oak scepter; A finely carved oak scepter.; scepter; ; ; The earth trembles!; 2500; 1; 8; 0; 3; 3; 0; 0; 0; 0; 17; 40; 0; 0; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
581; fiery scepter; This scepter flames with a bright light.; scepter; ; ; ; 2500; 1; 8; 0; 3; 3; 0; 0; 0; 0; 17; 37; 0; 0; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
582; elven staff of light; The end of this staff pulsates with a warm red glow.; staff; light; ; You light the staff and hold it.; 3000; 3; 12; 0; 100; 100; 0; 0; 0; 0; 17; 0; 0; 0; 2; 11; 12; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
583; fiery cowl; The material of this cowl almost burns with intensity.; cowl; ; ; ; 9950; 2; 5; 0; 20; 20; 0; 0; 0; 5; 4; 0; 0; 0; 2; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
584; murky-green potion; It looks like puke.; green; potion; ; You almost can't bring yourself to drink it.; 2000; 1; 6; 0; 1; 1; 0; 0; 0; 0; 17; 49; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
585; rendering vat; You see a huge container of lye.  Please don't put anything in it.; vat; ; ; ; 0; 800; 9; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 17; 25; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
586; small metal shield; Small and round, much like a shield, yes thats it.; metal; shield; ; ; 2000; 6; 5; 0; 30; 30; 0; 0; 0; 7; 18; 0; 0; 0; 1; 10; 20; 31; 33; 34; 35; 37; 38; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
587; flame blade; Flame bursts forth from the blade of this knife.; blade;  ; ; You feel like death on a cracker, ready for anything.; 25000; 3; 0; 3; 85; 85; 4; 4; 3; 0; 20; 0; 0; 0; 10; 11; 14; 15; 31; 32; 33; 35; 37; 38; 39; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
588; draknal's key of death; A pitch black key belonging to the deadly death knight, Draknal.; draknal's; key; death; ; 2500; 1; 11; 0; 1; 1; 77; 0; 0; 0; 17; 0; 0; 0; 5; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
589; oaken box; A well crafted oak box, it can probably hold a lot.; box; ; ; ; 1000; 15; 13; 0; 15; 0; 0; 0; 0; 0; 17; 0; 0; 0; 6; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
590; oaken box; A well crafted oak box, it can probably hold a lot.; box; ; ; ; 1000; 14; 13; 0; 20; 0; 0; 0; 0; 0; 17; 0; 0; 0; 6; 9; 25; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
591; wheelbarrow; Used for carting around dirt or whatever you wish.; ; ; ; ; 35; 25; 13; 0; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
592; shovel; Used for digging, but maybe for hitting people over the head also.; ; ; ; ; 15; 6; 2; 0; 50; 50; 1; 7; 1; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
593; brass telescope; You see a dented, tarnished telescope made of brass.; telescope; ; ; ; 4300; 3; 8; 0; 3; 3; 0; 0; 0; 0; 17; 47; 0; 0; 14; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
594; huge scythe; Huge and evil looking, this scythe looks powerful.; scythe; ; ; ; 7800; 12; 0; 0; 80; 80; 7; 2; 0; 0; 20; 0; 0; 0; 13; 14; 15; 31; 33; 35; 37; 38; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
