rom_num; name; description; lolevel; hilevel; special; trap; trapexit; track; flags0; flags1; flags2; flags3; flags4; flags5; flags6; flags7; flags8; flags9; flags10; flags11; flags12; flags13; flags14; flags15; random0; random1; random2; random3; random4; random5; random6; random7; random8; random9; traffic; perm0; ptime0; perm1; ptime1; perm2; ptime2; perm3; ptime3; perm4; ptime4; perm5; ptime5; perm6; ptime6; perm7; ptime7; perm8; ptime8; perm9; ptime9; operm0; optime0; operm1; optime1; operm2; optime2; operm3; optime3; operm4; optime4; operm5; optime5; operm6; optime6; operm7; optime7; operm8; optime8; operm9; optime9; beenhere; x1name; x1destination; x1key; x1flag0; x1flag1; x1flag2; x1flag3; x1flag4; x1flag5; x1flag6; x1flag7; x1flag8; x1flag9; x2name; x2destination; x2key; x2flag0; x2flag1; x2flag2; x2flag3; x2flag4; x2flag5; x2flag6; x2flag7; x2flag8; x2flag9; x3name; x3destination; x3key; x3flag0; x3flag1; x3flag2; x3flag3; x3flag4; x3flag5; x3flag6; x3flag7; x3flag8; x3flag9; x4name; x4destination; x4key; x4flag0; x4flag1; x4flag2; x4flag3; x4flag4; x4flag5; x4flag6; x4flag7; x4flag8; x4flag9; x5name; x5destination; x5key; x5flag0; x5flag1; x5flag2; x5flag3; x5flag4; x5flag5; x5flag6; x5flag7; x5flag8; x5flag9; x6name; x6destination; x6key; x6flag0; x6flag1; x6flag2; x6flag3; x6flag4; x6flag5; x6flag6; x6flag7; x6flag8; x6flag9; x7name; x7destination; x7key; x7flag0; x7flag1; x7flag2; x7flag3; x7flag4; x7flag5; x7flag6; x7flag7; x7flag8; x7flag9; x8name; x8destination; x8key; x8flag0; x8flag1; x8flag2; x8flag3; x8flag4; x8flag5; x8flag6; x8flag7; x8flag8; x8flag9
8081; By the Campfire; You open your eyes and find yourself surrounded by a forest encampment.  Tents and huts litter the nearby clearing. You sit with your arms  outstretched towards a large fire. The surrounding fog seems to be kept at  bay by the warmth of the flames. Campers move back and forth between various errands and chores of their days. Even the spirits in this part of the  forest seem more at ease with their guests in this part of the wods.  Everything feels a little more tranquil here. You might stay a while and  rest up.; 10; 30; 0; 0; 0; southeast; 11; 12; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2020; 2020; 2020; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 29; northeast; 8083; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; southeast; 8091; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; southwest; 8085; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; northwest; 8082; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8082; Forest Encampment; Amidst the forest clearing, there are campers and hunters milling about you. They are all busy with their respective tasks. Repair their hunting  equipment, wash their dirty clothes, set up camp, skin their latest catch.  Hushed chatter crosses their lips. They all talk about the state of the fog  as if it were a living entity. On the whole though, these forest denizens  mostly ignore you.; 10; 30; 0; 0; 0; campfire; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2020; 2021; 2022; 2023; 2021; 2023; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 26; east; 8083; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 8085; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; forest trail; 8076; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; campfire; 8081; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8083; Forest Encampment; Amidst the forest clearing, there are campers and hunters milling about you. They are all busy with their respective tasks. Repair their hunting  equipment, wash their dirty clothes, set up camp, skin their latest catch.  Hushed chatter crosses their lips. They all talk about the state of the fog  as if it were a living entity. On the whole though, these forest denizens  mostly ignore you.To the north lies a hut with a sign reading -Druid Marshall- on the front.; 10; 30; 0; 0; 0; south; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2020; 2021; 2022; 2023; 2021; 2023; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 24; west; 8082; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; druid's hut; 8084; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; east; 8063; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 8091; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; campfire; 8081; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8084; Druid's Hut; Entering into the master druid’s hut, you see great evidence of his  lifestyle. Bear skin lines the floor. Deer pelts are draped over chairs.  Marshall sits at his desk, fashioning a necklace out of stones. There is a  mood of quiet contemplation in this room. Evidence of a life spent listening to nature. Runes and charms litter the corners of the hut, presumably to  dispel the fog. Tomes on the druidic arts line his bookshelves, along with various animal totems. This is a man who has devoted his life to his craft. ; 10; 30; 0; 0; 0; out; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 2025; 2250; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 15; out; 8083; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8085; Forest Encampment; Amidst the forest clearing, there are campers and hunters milling about you. They are all busy with their respective tasks. Repair their hunting  equipment, wash their dirty clothes, set up camp, skin their latest catch.  Hushed chatter crosses their lips. They all talk about the state of the fog  as if it were a living entity. On the whole though, these forest denizens  mostly ignore you.; 10; 30; 0; 0; 0; north; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2020; 2021; 2022; 2023; 2021; 2022; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 36; north; 8082; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 8086; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; east; 8091; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; forest trail; 8076; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; campfire; 8081; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8086; Foggy Pathway; Further away from the campfire, you can still feel it’s calming protection  from the fog. Visibility is decent here, but you know if you misstep you  will become lost again. There are less campers and hunters around these  parts. More of the spirits and animals of the forest instead. It is  difficult to see what is ahead of you. You will just have to pick a  direction and hope it leads you to your destination.; 10; 30; 0; 0; 0; north; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2020; 2021; 2022; 2023; 2021; 2022; 0; 0; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 30; north; 8085; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; east; 8124; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 8123; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 8087; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8087; Foggy Pathway; Further away from the campfire, you can still feel it’s calming protection  from the fog. Visibility is decent here, but you know if you misstep you  will become lost again. There are less campers and hunters around these  parts. More of the spirits and animals of the forest instead. It is  difficult to see what is ahead of you. You will just have to pick a  direction and hope it leads you to your destination.; 10; 30; 0; 0; 0; north; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2020; 2021; 2022; 2023; 2021; 2022; 0; 0; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 39; north; 8086; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; hidden staircase; 8088; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 8089; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8088; Hidden Staircase; You stand at the base of a stone staircase. It is a peculiar structure.  There are no pillars supporting the stairway, and yet it extends upwards as far as you can see. The fog consumes the furthest steps you can make out.  For that matter, you aren’t even able to tell if the stairway breaches the  forest canopy. It would be foolish to climb this staircase without a plan.  A sentient stone soldier has noticed your approach and seems intent on  blocking your progression on these steps.; 13; 30; 0; 0; 0; west; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 2030; 1800; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19; west; 8087; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; up; 8104; 1; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0
8089; Surrounded by Fog; The haze takes on a verdant green tinge here. There is spiritual energy  coursing through your body and mind. Something of importance is nearby.  Looking around there is nothing but trees. You could try to push through the fog but without clarity you wouldn’t make much progress. Perhaps  there is  some magic you could use to contain this malicious mist?; 10; 30; 0; 0; 0; back; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2016; 2021; 2016; 2021; 2022; 0; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 40; back; 8087; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; push through fog; 8090; 89; 0; 2; 3; 4; 5; 6; 112; 113; 0; 0;  ; 0; 0; 0; 2; 3; 4; 5; 6; 112; 113; 0; 0;  ; 0; 0; 0; 2; 3; 4; 5; 6; 112; 113; 0; 0;  ; 0; 0; 0; 2; 3; 4; 5; 6; 112; 113; 0; 0;  ; 0; 0; 0; 2; 3; 4; 5; 6; 112; 113; 0; 0;  ; 0; 0; 0; 2; 3; 4; 5; 6; 112; 113; 0; 0;  ; 0; 0; 0; 2; 3; 4; 5; 6; 112; 113; 0; 0
8090; Spirit Stones; ; 10; 30; 0; 0; 0; back; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2016; 2021; 2016; 2021; 2022; 0; 0; 0; 0; 0; 5; 2027; 1800; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1353; 1800; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; back; 8089; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8091; Forest Encampment; Amidst the forest clearing, there are campers and hunters milling about you. They are all busy with their respective tasks. Repair their hunting  equipment, wash their dirty clothes, set up camp, skin their latest catch.  Hushed chatter crosses their lips. They all talk about the state of the fog  as if it were a living entity. On the whole though, these forest denizens  mostly ignore you.; 10; 30; 0; 0; 0; south; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2020; 2021; 2022; 2023; 2021; 2022; 0; 0; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 28; north; 8083; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 8124; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; east; 8092; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 8085; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; campfire; 8081; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8092; Foggy Pathway; Further away from the campfire, you can still feel it’s calming protection  from the fog. Visibility is decent here, but you know if you misstep you  will become lost again. There are less campers and hunters around these  parts. More of the spirits and animals of the forest instead. It is  difficult to see what is ahead of you. You will just have to pick a  direction and hope it leads you to your destination.; 10; 30; 0; 0; 0; north; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2020; 2021; 2022; 2023; 2021; 2022; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21; north; 8063; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 8125; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; east; 8093; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 8091; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8093; Foggy Pathway; Further away from the campfire, you can still feel it’s calming protection  from the fog. Visibility is decent here, but you know if you misstep you  will become lost again. There are less campers and hunters around these  parts. More of the spirits and animals of the forest instead. It is  difficult to see what is ahead of you. You will just have to pick a  direction and hope it leads you to your destination.; 10; 30; 0; 0; 0; west; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2020; 2021; 2022; 2023; 2021; 2022; 0; 0; 0; 0; 15; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 15; staircase; 8094; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 8092; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8094; Mysterious Staircase; You stand at the base of a stone staircase. It is a peculiar structure.  There are no pillars supporting the stairway, and yet it extends upwards as  far as you can see. The fog consumes the furthest steps you can make out.  For that matter, you aren’t even able to tell if the stairway breaches the  forest canopy. It would be foolish to climb this staircase without a plan.  A sentient stone soldier has noticed your approach and seems intent on  blocking your progression on these steps. ; 10; 30; 0; 0; 0; west; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 2030; 1800; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 12; up; 8095; 1; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 8093; 1; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0
8095; Mysterious Staircase; Your mother warned you about climbing stairs. Now you know why. They lead nowhere. There is no indication of an end to this staircase. Fog surrounds  you and clouds both your vision and mind. The only way out of this mess is  to keep your wits about you and pray for a solution. The mist in the air  dances around as if to mock you. Or are they hunters coming to kill you? ; 10; 30; 0; 0; 0; up; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2030; 2031; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 11; up; 8096; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8096; Mysterious Staircase; Your mother warned you about climbing stairs. Now you know why. They lead nowhere. There is no indication of an end to this staircase. Fog surrounds  you and clouds both your vision and mind. The only way out of this mess is  to keep your wits about you and pray for a solution. The mist in the air  dances around as if to mock you. Or are they hunters coming to kill you? ; 10; 30; 0; 0; 0; up; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2030; 2031; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 11; up; 8097; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8097; Mysterious Staircase; Your mother warned you about climbing stairs. Now you know why. They lead nowhere. There is no indication of an end to this staircase. Fog surrounds  you and clouds both your vision and mind. The only way out of this mess is  to keep your wits about you and pray for a solution. The mist in the air  dances around as if to mock you. Or are they hunters coming to kill you? ; 10; 30; 0; 0; 0; down; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2030; 2031; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 12; up; 8098; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; down; 8099; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8098; Mysterious Staircase; Your mother warned you about climbing stairs. Now you know why. They lead nowhere. There is no indication of an end to this staircase. Fog surrounds  you and clouds both your vision and mind. The only way out of this mess is  to keep your wits about you and pray for a solution. The mist in the air  dances around as if to mock you. Or are they hunters coming to kill you? ; 10; 30; 0; 0; 0; up; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2030; 2031; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4; up; 8095; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
8099; Mysterious Staircase; Your mother warned you about climbing stairs. Now you know why. They lead nowhere. There is no indication of an end to this staircase. Fog surrounds  you and clouds both your vision and mind. The only way out of this mess is  to keep your wits about you and pray for a solution. The mist in the air  dances around as if to mock you. Or are they hunters coming to kill you? ; 10; 30; 0; 0; 0; up; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2030; 2031; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 10; up; 8100; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
